#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-03-31 00:00:00+00:00 2017-06-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
LGA,2017-03-31 02:30,M,M,M,220.00,7.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,-RA,KLGA 310230Z AUTO 22007KT 10SM -RA OVC070 A3015 RMK MADISHF
LGA,2017-03-31 02:35,M,M,M,210.00,6.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,-RA,KLGA 310235Z AUTO 21006KT 10SM -RA OVC070 A3015 RMK MADISHF
LGA,2017-03-31 02:40,M,M,M,220.00,5.00,M,30.14,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,-RA,KLGA 310240Z AUTO 22005KT 10SM -RA OVC070 A3014 RMK MADISHF
LGA,2017-03-31 02:45,M,M,M,180.00,5.00,M,30.13,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310245Z AUTO 18005KT 10SM OVC070 A3013 RMK MADISHF
LGA,2017-03-31 02:50,M,M,M,180.00,5.00,M,30.13,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310250Z AUTO 18005KT 10SM OVC070 A3013 RMK MADISHF
LGA,2017-03-31 02:51,46.00,30.90,55.36,180.00,4.00,0.00,30.13,1020.30,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310251Z 18004KT 10SM OVC070 08/M01 A3013 RMK AO2 RAB05E45 SLP203 P0000 60000 T00781006 51001
LGA,2017-03-31 02:55,M,M,M,200.00,5.00,M,30.13,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310255Z AUTO 20005KT 10SM OVC070 A3013 RMK VRB05KT  MADISHF
LGA,2017-03-31 03:00,M,M,M,220.00,5.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310300Z AUTO 22005KT 10SM OVC070 A3015 RMK MADISHF
LGA,2017-03-31 03:05,M,M,M,230.00,4.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310305Z AUTO 23004KT 10SM OVC070 A3015 RMK MADISHF
LGA,2017-03-31 03:10,M,M,M,240.00,4.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310310Z AUTO 24004KT 10SM OVC070 A3015 RMK MADISHF
LGA,2017-03-31 03:15,M,M,M,240.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,KLGA 310315Z AUTO 24003KT 10SM OVC070 A3015 RMK MADISHF
LGA,2017-03-31 03:20,M,M,M,230.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310320Z AUTO 23003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:25,M,M,M,230.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310325Z AUTO 23003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:30,M,M,M,220.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310330Z AUTO 22003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:35,M,M,M,220.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310335Z AUTO 22003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:40,M,M,M,0.00,0.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310340Z AUTO 00000KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:45,M,M,M,220.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310345Z AUTO 22003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:50,M,M,M,250.00,3.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310350Z AUTO 25003KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 03:51,46.00,30.90,55.36,250.00,3.00,0.00,30.14,1020.70,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310351Z 25003KT 10SM OVC065 08/M01 A3014 RMK AO2 SLP207 T00781006
LGA,2017-03-31 03:55,M,M,M,210.00,4.00,M,30.15,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,KLGA 310355Z AUTO 21004KT 10SM OVC065 A3015 RMK MADISHF
LGA,2017-03-31 04:00,M,M,M,190.00,3.00,M,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KLGA 310400Z AUTO 19003KT 10SM OVC060 A3014 RMK MADISHF
LGA,2017-03-31 04:05,M,M,M,0.00,0.00,M,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KLGA 310405Z AUTO 00000KT 10SM OVC060 A3014 RMK MADISHF
LGA,2017-03-31 04:10,M,M,M,140.00,4.00,M,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KLGA 310410Z AUTO 14004KT 10SM OVC060 A3014 RMK MADISHF
LGA,2017-03-31 04:15,M,M,M,150.00,5.00,M,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,KLGA 310415Z AUTO 15005KT 10SM OVC060 A3014 RMK MADISHF
LGA,2017-03-31 04:20,M,M,M,170.00,4.00,M,30.13,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KLGA 310420Z AUTO 17004KT 10SM OVC055 A3013 RMK MADISHF
LGA,2017-03-31 04:25,M,M,M,160.00,7.00,M,30.13,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KLGA 310425Z AUTO 16007KT 10SM OVC055 A3013 RMK MADISHF
LGA,2017-03-31 04:30,M,M,M,180.00,5.00,M,30.14,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KLGA 310430Z AUTO 18005KT 10SM OVC055 A3014 RMK MADISHF
LGA,2017-03-31 04:35,M,M,M,160.00,6.00,M,30.14,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KLGA 310435Z AUTO 16006KT 10SM OVC055 A3014 RMK MADISHF
LGA,2017-03-31 04:40,M,M,M,140.00,6.00,M,30.13,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,KLGA 310440Z AUTO 14006KT 10SM OVC055 A3013 RMK MADISHF
LGA,2017-03-31 04:45,M,M,M,160.00,7.00,M,30.13,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,KLGA 310445Z AUTO 16007KT 10SM OVC050 A3013 RMK MADISHF
LGA,2017-03-31 04:50,M,M,M,160.00,5.00,M,30.14,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,KLGA 310450Z AUTO 16005KT 10SM OVC050 A3014 RMK MADISHF
LGA,2017-03-31 04:51,46.00,30.00,53.37,170.00,5.00,0.00,30.14,1020.60,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,KLGA 310451Z 17005KT 10SM OVC050 08/M01 A3014 RMK AO2 SLP206 T00781011 401170050
LGA,2017-03-31 04:55,M,M,M,170.00,7.00,M,30.15,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,KLGA 310455Z AUTO 17007KT 10SM -RA OVC050 A3015 RMK MADISHF
LGA,2017-03-31 05:00,M,M,M,180.00,8.00,M,30.15,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,KLGA 310500Z AUTO 18008KT 10SM -RA OVC050 A3015 RMK MADISHF
LGA,2017-03-31 05:05,M,M,M,180.00,9.00,M,30.15,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,KLGA 310505Z AUTO 18009KT 10SM -RA OVC050 A3015 RMK MADISHF
LGA,2017-03-31 05:10,M,M,M,170.00,9.00,M,30.14,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,KLGA 310510Z AUTO 17009KT 10SM -RA OVC050 A3014 RMK MADISHF
LGA,2017-03-31 05:15,M,M,M,170.00,8.00,M,30.14,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,KLGA 310515Z AUTO 17008KT 10SM -RA OVC050 A3014 RMK MADISHF
LGA,2017-03-31 05:20,M,M,M,170.00,8.00,M,30.14,M,10.00,M,OVC,M,M,M,4900.00,M,M,M,-RA,KLGA 310520Z AUTO 17008KT 10SM -RA OVC049 A3014 RMK MADISHF
LGA,2017-03-31 05:25,M,M,M,160.00,9.00,M,30.14,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310525Z AUTO 16009KT 10SM -RA OVC047 A3014 RMK MADISHF
LGA,2017-03-31 05:30,M,M,M,160.00,9.00,0.01,30.14,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310530Z AUTO 16009KT 10SM -RA OVC047 A3014 RMK P0001 MADISHF
LGA,2017-03-31 05:35,M,M,M,180.00,7.00,0.01,30.15,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310535Z AUTO 18007KT 10SM -RA OVC047 A3015 RMK P0001 MADISHF
LGA,2017-03-31 05:40,M,M,M,190.00,7.00,0.01,30.15,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310540Z AUTO 19007KT 10SM -RA OVC047 A3015 RMK P0001 MADISHF
LGA,2017-03-31 05:45,M,M,M,170.00,7.00,0.02,30.15,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310545Z AUTO 17007KT 10SM -RA OVC047 A3015 RMK P0002 MADISHF
LGA,2017-03-31 05:50,M,M,M,170.00,7.00,0.02,30.15,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310550Z AUTO 17007KT 10SM -RA OVC048 A3015 RMK P0002 MADISHF
LGA,2017-03-31 05:51,44.10,34.00,67.41,170.00,7.00,0.02,30.15,1020.90,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310551Z 17007KT 10SM -RA OVC048 07/01 A3015 RMK AO2 RAB0452 SLP209 P0002 60002 T00670011 10083 20067 52006
LGA,2017-03-31 05:55,M,M,M,160.00,7.00,0.01,30.15,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310555Z AUTO 16007KT 10SM -RA OVC048 A3015 RMK P0001 MADISHF
LGA,2017-03-31 06:00,M,M,M,160.00,7.00,0.01,30.16,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310600Z AUTO 16007KT 10SM -RA OVC048 A3016 RMK P0001 MADISHF
LGA,2017-03-31 06:05,M,M,M,160.00,7.00,0.01,30.15,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310605Z AUTO 16007KT 10SM -RA OVC048 A3015 RMK P0001 MADISHF
LGA,2017-03-31 06:10,M,M,M,150.00,7.00,0.01,30.14,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310610Z AUTO 15007KT 10SM -RA OVC048 A3014 RMK P0001 MADISHF
LGA,2017-03-31 06:15,M,M,M,160.00,8.00,0.01,30.14,M,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,KLGA 310615Z AUTO 16008KT 10SM -RA OVC048 A3014 RMK P0001 MADISHF
LGA,2017-03-31 06:20,M,M,M,170.00,7.00,0.01,30.14,M,10.00,M,FEW,OVC,M,M,1100.00,4800.00,M,M,-RA,KLGA 310620Z AUTO 17007KT 10SM -RA FEW011 OVC048 A3014 RMK P0001 MADISHF
LGA,2017-03-31 06:25,M,M,M,180.00,8.00,0.02,30.14,M,10.00,M,FEW,OVC,M,M,1100.00,4800.00,M,M,-RA,KLGA 310625Z AUTO 18008KT 10SM -RA FEW011 OVC048 A3014 RMK P0002 MADISHF
LGA,2017-03-31 06:30,M,M,M,180.00,8.00,0.02,30.14,M,9.00,M,FEW,OVC,M,M,1100.00,4600.00,M,M,-RA,KLGA 310630Z AUTO 18008KT 9SM -RA FEW011 OVC046 A3014 RMK P0002 MADISHF
LGA,2017-03-31 06:35,M,M,M,180.00,9.00,0.03,30.14,M,7.00,M,FEW,OVC,M,M,1100.00,4600.00,M,M,RA,KLGA 310635Z AUTO 18009KT 7SM RA FEW011 OVC046 A3014 RMK P0003 MADISHF
LGA,2017-03-31 06:40,M,M,M,160.00,10.00,0.04,30.13,M,7.00,M,FEW,OVC,M,M,1200.00,4600.00,M,M,-RA,KLGA 310640Z AUTO 16010KT 7SM -RA FEW012 OVC046 A3013 RMK P0004 MADISHF
LGA,2017-03-31 06:45,M,M,M,160.00,9.00,0.05,30.12,M,8.00,M,FEW,OVC,M,M,1200.00,4600.00,M,M,-RA,KLGA 310645Z AUTO 16009KT 8SM -RA FEW012 OVC046 A3012 RMK P0005 MADISHF
LGA,2017-03-31 06:50,M,M,M,160.00,8.00,0.06,30.13,M,8.00,M,BKN,OVC,M,M,4700.00,5500.00,M,M,-RA,KLGA 310650Z AUTO 16008KT 8SM -RA BKN047 OVC055 A3013 RMK P0006 MADISHF
LGA,2017-03-31 06:51,41.00,35.10,79.34,160.00,9.00,0.06,30.13,1020.10,8.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310651Z 16009KT 8SM -RA OVC047 05/02 A3013 RMK AO2 SLP201 P0006 T00500017
LGA,2017-03-31 06:55,M,M,M,170.00,8.00,M,30.13,M,8.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310655Z AUTO 17008KT 8SM -RA OVC047 A3013 RMK MADISHF
LGA,2017-03-31 07:00,M,M,M,160.00,5.00,0.01,30.14,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310700Z AUTO 16005KT 10SM -RA OVC047 A3014 RMK P0001 MADISHF
LGA,2017-03-31 07:05,M,M,M,150.00,4.00,0.01,30.14,M,10.00,M,OVC,M,M,M,4700.00,M,M,M,-RA,KLGA 310705Z AUTO 15004KT 10SM -RA OVC047 A3014 RMK P0001 MADISHF
LGA,2017-03-31 07:10,M,M,M,0.00,0.00,0.01,30.15,M,9.00,M,OVC,M,M,M,4500.00,M,M,M,-RA,KLGA 310710Z AUTO 00000KT 9SM -RA OVC045 A3015 RMK P0001 MADISHF
LGA,2017-03-31 07:15,M,M,M,0.00,0.00,0.02,30.15,M,8.00,M,FEW,OVC,M,M,1200.00,4500.00,M,M,-RA,KLGA 310715Z AUTO 00000KT 8SM -RA FEW012 OVC045 A3015 RMK P0002 MADISHF
LGA,2017-03-31 07:20,M,M,M,190.00,3.00,0.02,30.15,M,8.00,M,SCT,OVC,M,M,1200.00,4500.00,M,M,-RA,KLGA 310720Z AUTO 19003KT 8SM -RA SCT012 OVC045 A3015 RMK P0002 MADISHF
LGA,2017-03-31 07:25,M,M,M,180.00,4.00,0.03,30.16,M,8.00,M,BKN,OVC,M,M,999.00,4300.00,M,M,-RA,KLGA 310725Z AUTO 18004KT 8SM -RA BKN009 OVC043 A3016 RMK P0003 MADISHF
LGA,2017-03-31 07:29,41.00,36.00,82.22,180.00,5.00,0.03,30.16,M,7.00,M,BKN,OVC,M,M,1000.00,4300.00,M,M,-RA,KLGA 310729Z 18005KT 7SM -RA BKN010 OVC043 05/02 A3016 RMK AO2 P0003 T00500022
LGA,2017-03-31 07:30,M,M,M,180.00,4.00,0.04,30.16,M,7.00,M,BKN,OVC,M,M,999.00,4300.00,M,M,-RA,KLGA 310730Z AUTO 18004KT 7SM -RA BKN009 OVC043 A3016 RMK P0004 MADISHF
LGA,2017-03-31 07:35,M,M,M,160.00,6.00,0.05,30.15,M,5.00,M,BKN,OVC,M,M,999.00,4300.00,M,M,RA,KLGA 310735Z AUTO 16006KT 5SM RA BKN009 OVC043 A3015 RMK P0005 MADISHF
LGA,2017-03-31 07:40,M,M,M,160.00,6.00,0.07,30.14,M,4.00,M,OVC,M,M,M,999.00,M,M,M,RA,KLGA 310740Z AUTO 16006KT 4SM RA OVC009 A3014 RMK P0007 MADISHF
LGA,2017-03-31 07:45,M,M,M,170.00,8.00,0.09,30.14,M,4.00,M,BKN,OVC,M,M,999.00,1900.00,M,M,RA,KLGA 310745Z AUTO 17008KT 4SM RA BKN009 OVC019 A3014 RMK P0009 MADISHF
LGA,2017-03-31 07:50,M,M,M,170.00,5.00,0.11,30.14,M,3.50,M,SCT,BKN,OVC,M,999.00,1400.00,5000.00,M,RA,KLGA 310750Z AUTO 17005KT 3SM RA SCT009 BKN014 OVC050 A3014 RMK P0011 CIG 009 R22 SW  MADISHF
LGA,2017-03-31 07:51,41.00,36.00,82.22,170.00,5.00,0.12,30.14,1020.50,3.00,M,SCT,BKN,OVC,M,1000.00,1400.00,5000.00,M,+RA,KLGA 310751Z 17005KT 3SM +RA SCT010 BKN014 OVC050 05/02 A3014 RMK AO2 CIG 009 R22 SW SLP205 P0012 T00500022
LGA,2017-03-31 07:55,M,M,M,190.00,6.00,0.02,30.14,M,3.00,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,RA,KLGA 310755Z AUTO 19006KT 3SM RA BKN009 BKN019 OVC050 A3014 RMK P0002 MADISHF
LGA,2017-03-31 08:00,M,M,M,170.00,5.00,0.04,30.13,M,3.50,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,RA,KLGA 310800Z AUTO 17005KT 3SM RA BKN009 BKN019 OVC050 A3013 RMK P0004 MADISHF
LGA,2017-03-31 08:05,M,M,M,140.00,5.00,0.05,30.13,M,4.00,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,-RA,KLGA 310805Z AUTO 14005KT 4SM -RA BKN009 BKN019 OVC050 A3013 RMK P0005 MADISHF
LGA,2017-03-31 08:10,M,M,M,130.00,4.00,0.06,30.13,M,5.00,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,RA,KLGA 310810Z AUTO 13004KT 5SM RA BKN009 BKN019 OVC050 A3013 RMK P0006 MADISHF
LGA,2017-03-31 08:15,M,M,M,110.00,5.00,0.07,30.13,M,5.00,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,-RA,KLGA 310815Z AUTO 11005KT 5SM -RA BKN009 BKN019 OVC050 A3013 RMK P0007 MADISHF
LGA,2017-03-31 08:20,M,M,M,110.00,4.00,0.08,30.13,M,5.00,M,BKN,BKN,OVC,M,999.00,1999.00,5000.00,M,RA BR,KLGA 310820Z AUTO 11004KT 5SM RA BR BKN009 BKN019 OVC050 A3013 RMK P0008 MADISHF
LGA,2017-03-31 08:25,39.90,36.00,85.81,120.00,7.00,0.08,30.13,M,5.00,M,BKN,BKN,OVC,M,800.00,1800.00,4700.00,M,-RA BR,KLGA 310825Z 12007KT 5SM -RA BR BKN008 BKN018 OVC047 04/02 A3013 RMK AO2 P0008 T00440022
LGA,2017-03-31 08:30,M,M,M,120.00,8.00,0.10,30.13,M,6.00,M,BKN,BKN,OVC,M,800.00,1800.00,4700.00,M,-RA BR,KLGA 310830Z AUTO 12008KT 6SM -RA BR BKN008 BKN018 OVC047 A3013 RMK P0010 MADISHF
LGA,2017-03-31 08:35,M,M,M,130.00,8.00,0.10,30.13,M,6.00,M,BKN,OVC,M,M,800.00,1600.00,M,M,-RA,KLGA 310835Z AUTO 13008KT 6SM -RA BKN008 OVC016 A3013 RMK P0010 MADISHF
LGA,2017-03-31 08:40,M,M,M,120.00,7.00,0.11,30.12,M,6.00,M,SCT,BKN,OVC,M,800.00,1300.00,1800.00,M,-RA BR,KLGA 310840Z AUTO 12007KT 6SM -RA BR SCT008 BKN013 OVC018 A3012 RMK P0011 MADISHF
LGA,2017-03-31 08:45,M,M,M,120.00,7.00,0.11,30.12,M,6.00,M,SCT,OVC,M,M,800.00,1300.00,M,M,-RA BR,KLGA 310845Z AUTO 12007KT 6SM -RA BR SCT008 OVC013 A3012 RMK P0011 MADISHF
LGA,2017-03-31 08:50,M,M,M,130.00,9.00,0.11,30.12,M,7.00,M,FEW,BKN,OVC,M,800.00,1300.00,3900.00,M,-RA,KLGA 310850Z AUTO 13009KT 7SM -RA FEW008 BKN013 OVC039 A3012 RMK P0011 MADISHF
